,CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday,Age,Age Group
3731,503562,MALE,Andreas Baumgaertner,Bad Lausick,SN,Freistaat Sachsen,04651,Germany,Europe,1999-01-21,25,18-30
3732,503667,FEMALE,Mandy Freeh,Racksen,RP,Rheinland-Pfalz,57612,Germany,Europe,1985-07-05,39,30-40
3733,503734,MALE,Dennis Gersten,Bklund,SH,Schleswig-Holstein,24858,Germany,Europe,1968-12-05,56,50-60
3734,503788,MALE,Michael Mueller,Wrzburg,BY,Freistaat Bayern,97082,Germany,Europe,1958-04-22,66,60+
3735,503789,FEMALE,Manuela Zimmermann,Mnchen,BY,Freistaat Bayern,80045,Germany,Europe,1976-08-30,48,40-50
3736,503817,FEMALE,Christine Dietrich,Hamburg Hammerbrook,HH,Hamburg,20097,Germany,Europe,1966-02-21,58,50-60
3737,504047,FEMALE,Andrea Fruehauf,Emstek,NI,Niedersachsen,49685,Germany,Europe,1968-05-20,56,50-60
3738,504278,FEMALE,Anja Becker,Lutherstadt Wittenberg,ST,Sachsen-Anhalt,06873,Germany,Europe,1964-07-21,60,60+
3739,504386,FEMALE,Kathrin Schwab,Auhagen,NI,Niedersachsen,31553,Germany,Europe,1961-05-29,63,60+
3740,504517,FEMALE,Karolin Mauer,Landsberg,BY,Freistaat Bayern,86887,Germany,Europe,1975-06-23,49,40-50
3741,504828,FEMALE,Kristin Scholz,Oberstdorf,BY,Freistaat Bayern,87555,Germany,Europe,1987-11-01,37,30-40
3742,504901,MALE,Jonas Ostermann,Lucka,TH,Freistaat Thringen,04611,Germany,Europe,1954-02-02,70,60+
3743,504949,FEMALE,Anja Frueh,Kusel,RP,Rheinland-Pfalz,66869,Germany,Europe,1972-05-23,52,50-60
3744,504968,FEMALE,Jennifer Aachen,Bollendorf,RP,Rheinland-Pfalz,54669,Germany,Europe,1991-01-25,33,30-40
3745,505034,MALE,Lukas Friedmann,Wrzburg,BY,Freistaat Bayern,97074,Germany,Europe,1979-12-24,44,40-50
3746,505288,FEMALE,Stefanie Freud,Lauperath,RP,Rheinland-Pfalz,54649,Germany,Europe,1958-07-09,66,60+
3747,505458,MALE,Klaus Walter,Berlin Mariendorf,BE,Berlin,12109,Germany,Europe,1960-09-16,64,60+
3748,505476,MALE,Christian Baader,Daldorf,SH,Schleswig-Holstein,24635,Germany,Europe,1982-12-15,42,40-50
3749,505485,MALE,Benjamin Ehrlichmann,Dsseldorf Niederkassel,NW,Nordrhein-Westfalen,40547,Germany,Europe,1955-07-03,69,60+
3750,505656,FEMALE,Tanja Grunwald,Lobbach,BW,Baden-Wrttemberg,74931,Germany,Europe,1947-01-16,77,60+
3751,505731,MALE,Sebastian Achen,Dollnstein,BY,Freistaat Bayern,91795,Germany,Europe,1989-08-22,35,30-40
3752,506178,FEMALE,Birgit Traugott,Berel,ST,Sachsen-Anhalt,38835,Germany,Europe,1947-07-17,77,60+
3753,506283,FEMALE,Heike Baum,Grnendeich,NI,Niedersachsen,21720,Germany,Europe,1969-09-02,55,50-60
3754,506422,MALE,Matthias Baader,Lohnweiler,RP,Rheinland-Pfalz,67744,Germany,Europe,1975-03-07,49,40-50
3755,506507,MALE,Daniel Eisenhower,Bismark,MV,Mecklenburg-Vorpommern,17322,Germany,Europe,1980-08-25,44,40-50
3756,506515,MALE,Alexander Eberhart,Blunk,SH,Schleswig-Holstein,23813,Germany,Europe,1959-02-09,65,60+
3757,506742,FEMALE,Lena Schreiber,Bargstall,SH,Schleswig-Holstein,24806,Germany,Europe,1985-02-08,39,30-40
3758,507044,FEMALE,Ulrike Knig,Schwerin,MV,Mecklenburg-Vorpommern,19011,Germany,Europe,1991-09-01,33,30-40
3759,507168,MALE,Daniel Schmitt,Ludwigshafen Am Rhein Oggersheim,RP,Rheinland-Pfalz,67071,Germany,Europe,1984-11-14,40,40-50
3760,507223,FEMALE,Sabrina Sankt,Grbenzell,BY,Freistaat Bayern,82180,Germany,Europe,1975-01-01,49,40-50
3761,507287,MALE,Marcel Berg,Grafschaft,RP,Rheinland-Pfalz,53501,Germany,Europe,1951-04-04,73,60+
3762,507298,MALE,Matthias Schrder,Eichelhardt,RP,Rheinland-Pfalz,57612,Germany,Europe,1943-06-17,81,60+
3763,507358,MALE,Mike Frueh,Groefehn,NI,Niedersachsen,26629,Germany,Europe,2000-11-14,24,18-30
3764,507454,FEMALE,Tanja Zimmer,Osterburg,ST,Sachsen-Anhalt,39602,Germany,Europe,1975-04-03,49,40-50
3765,507581,MALE,Philipp Wagner,Dresden,SN,Freistaat Sachsen,01102,Germany,Europe,1997-06-29,27,18-30
3766,507938,MALE,Michael Kalb,Garmisch-Partenkirchen,BY,Freistaat Bayern,82455,Germany,Europe,1965-09-29,59,50-60
3767,507981,MALE,Eric Luft,Lappersdorf,BY,Freistaat Bayern,93135,Germany,Europe,1957-11-12,67,60+
3768,508025,MALE,Ralf Winkel,Mlbach,RP,Rheinland-Pfalz,54636,Germany,Europe,2000-03-28,24,18-30
3769,508139,MALE,Dominik Gottlieb,Ebersbrunn,SN,Freistaat Sachsen,08144,Germany,Europe,1992-12-22,31,30-40
3770,508168,FEMALE,Karin Fischer,Gtersloh Isselhorst,NW,Nordrhein-Westfalen,33334,Germany,Europe,1997-08-10,27,18-30
3771,508213,FEMALE,Diana Adler,Gschwend,BW,Baden-Wrttemberg,74417,Germany,Europe,2000-12-24,23,18-30
3772,508448,MALE,Mathias Moeller,Bremen Steffensweg,HB,Freie Hansestadt Bremen,28217,Germany,Europe,1978-05-04,46,40-50
3773,508522,FEMALE,Simone Wirth,Hamburg Hausbruch,HH,Hamburg,21075,Germany,Europe,1970-02-11,54,50-60
3774,508885,MALE,Swen Baecker,Mnchen,BY,Freistaat Bayern,80689,Germany,Europe,1935-02-22,89,60+
3775,509010,MALE,Jan Junker,Jena,TH,Freistaat Thringen,07718,Germany,Europe,1992-07-22,32,30-40
3776,509138,MALE,Robert Adler,Alsdorf,RP,Rheinland-Pfalz,54668,Germany,Europe,1945-05-08,79,60+
3777,509248,FEMALE,Lisa Blau,Kipfenberg,BY,Freistaat Bayern,85108,Germany,Europe,1980-12-14,44,40-50
3778,509357,FEMALE,Sarah Konig,Lohberg,BY,Freistaat Bayern,93470,Germany,Europe,1974-01-15,50,50-60
3779,509529,FEMALE,Johanna Konig,Neuenhaus,NI,Niedersachsen,49828,Germany,Europe,1964-07-08,60,60+
3780,509680,MALE,Jrg Friedman,Prezelle,NI,Niedersachsen,29491,Germany,Europe,1955-12-16,69,60+
3781,509827,MALE,Jrgen Mahler,Neunkirchen,TH,Freistaat Thringen,66521,Germany,Europe,1987-06-11,37,30-40
3782,509930,FEMALE,Jessika Friedmann,Hamburg,SH,Schleswig-Holstein,22851,Germany,Europe,1980-07-31,44,40-50
3783,509948,MALE,Sven Gerber,Serrig,RP,Rheinland-Pfalz,54455,Germany,Europe,1970-08-01,54,50-60
3784,509986,MALE,Robert Dreher,Hamburg Barmbek-Sd,HH,Hamburg,22083,Germany,Europe,1963-09-11,61,60+
3785,510011,MALE,Phillipp Sommer,Flensburg,SH,Schleswig-Holstein,24915,Germany,Europe,1945-11-19,79,60+
3786,510088,MALE,Andreas Farber,Stuttgart Schnberg,BW,Baden-Wrttemberg,70599,Germany,Europe,1998-08-05,26,18-30
3787,510491,FEMALE,Franziska Zimmer,Mhldorf,BY,Freistaat Bayern,84442,Germany,Europe,1959-10-31,65,60+
3788,510534,MALE,Thomas Muench,Kiel,SH,Schleswig-Holstein,24030,Germany,Europe,1990-07-17,34,30-40
3789,510614,MALE,Phillipp Oster,Benndorf,SN,Freistaat Sachsen,04654,Germany,Europe,2001-10-24,23,18-30
3790,510737,FEMALE,Kerstin Friedmann,Gersheim,SL,Saarland,66453,Germany,Europe,1938-05-09,86,60+
3791,510759,MALE,Marco Neudorf,Hinte,NI,Niedersachsen,26759,Germany,Europe,1955-03-26,69,60+
3792,511037,FEMALE,Yvonne Hahn,Utzenfeld,BW,Baden-Wrttemberg,79694,Germany,Europe,1995-06-16,29,18-30
3793,511229,FEMALE,Gabriele Thalberg,Stuttgart Frauenkopf,BW,Baden-Wrttemberg,70184,Germany,Europe,1940-03-10,84,60+
3794,511230,FEMALE,Nicole Fink,Reutlingen Weststadt,BW,Baden-Wrttemberg,72768,Germany,Europe,1939-12-23,85,60+
3795,511301,FEMALE,Christin Junker,Getelo,NI,Niedersachsen,49843,Germany,Europe,1957-09-18,67,60+
3796,511323,MALE,Benjamin Khler,Rheinau,BW,Baden-Wrttemberg,77866,Germany,Europe,1975-07-18,49,40-50
3797,511426,FEMALE,Daniela Kalb,Golen,BB,Brandenburg,15937,Germany,Europe,1939-05-30,85,60+
3798,511497,MALE,Patrick Fischer,Gunzenhausen,BY,Freistaat Bayern,91704,Germany,Europe,1937-07-10,87,60+
3799,511649,MALE,Niklas Schultheiss,Neukirchen,BY,Freistaat Bayern,93453,Germany,Europe,1983-03-11,41,40-50
3800,512276,MALE,Michael Abendroth,Unterkirnach,BW,Baden-Wrttemberg,78089,Germany,Europe,1977-12-21,46,40-50
3801,512312,FEMALE,Karin Zimmerman,Eichendorf,BY,Freistaat Bayern,94428,Germany,Europe,1982-02-11,42,40-50
3802,512415,MALE,Tim Bachmeier,Rostock,MV,Mecklenburg-Vorpommern,18077,Germany,Europe,1984-05-18,40,40-50
3803,512630,MALE,Lukas Kortig,Deggendorf,BY,Freistaat Bayern,94459,Germany,Europe,1976-09-19,48,40-50
3804,512757,FEMALE,Sandra Sommer,Bad Berkingen,BW,Baden-Wrttemberg,73337,Germany,Europe,1982-11-23,42,40-50
3805,513056,MALE,Uwe Boehm,Germersheim,RP,Rheinland-Pfalz,76726,Germany,Europe,2000-01-21,24,18-30
3806,513064,MALE,Tobias Mller,Schmittweiler,RP,Rheinland-Pfalz,67829,Germany,Europe,1991-12-01,33,30-40
3807,513130,FEMALE,Janina Schfer,Luhden,NI,Niedersachsen,31711,Germany,Europe,1987-09-11,37,30-40
3808,513256,FEMALE,Lena Mller,Mengkofen,BY,Freistaat Bayern,84150,Germany,Europe,1990-12-08,34,30-40
3809,513301,MALE,Dirk Konig,Remscheid Innen,NW,Nordrhein-Westfalen,42859,Germany,Europe,1939-10-23,85,60+
3810,513320,MALE,Phillipp Maurer,Bad Windsheim,BY,Freistaat Bayern,91429,Germany,Europe,1956-07-22,68,60+
3811,513348,FEMALE,Leonie Kaiser,Bernried,BY,Freistaat Bayern,82347,Germany,Europe,1990-07-25,34,30-40
3812,513424,FEMALE,Jana Baumgaertner,Augsburg,BY,Freistaat Bayern,86013,Germany,Europe,1951-11-17,73,60+
3813,513426,FEMALE,Maria Schweizer,Niederndodeleben,ST,Sachsen-Anhalt,39165,Germany,Europe,1983-03-27,41,40-50
3814,513501,FEMALE,Franziska Schweitzer,Thannhausen,BY,Freistaat Bayern,86467,Germany,Europe,1942-10-29,82,60+
3815,513548,MALE,Maik Thalberg,Zorneding,BY,Freistaat Bayern,85600,Germany,Europe,1977-09-05,47,40-50
3816,514015,FEMALE,Manuela Pabst,Basedow,SH,Schleswig-Holstein,21483,Germany,Europe,1939-01-01,85,60+
3817,514089,FEMALE,Sara Klein,Marktredwitz,BY,Freistaat Bayern,95615,Germany,Europe,1946-01-14,78,60+
3818,514111,FEMALE,Michelle Sankt,Aspenstedt,ST,Sachsen-Anhalt,38822,Germany,Europe,1941-11-14,83,60+
3819,514299,MALE,Max Hertz,Klostermansfeld,ST,Sachsen-Anhalt,06305,Germany,Europe,1951-10-02,73,60+
3820,514540,FEMALE,Leah Lemann,Hamburg Stellingen,HH,Hamburg,22529,Germany,Europe,1961-11-25,63,60+
3821,514685,MALE,Leon Khler,Ehweiler,RP,Rheinland-Pfalz,66871,Germany,Europe,1972-05-09,52,50-60
3822,514912,MALE,Erik Fruehauf,Traunstein,BY,Freistaat Bayern,83269,Germany,Europe,1987-01-19,37,30-40
3823,515050,MALE,Luca Klein,Weimar,TH,Freistaat Thringen,99406,Germany,Europe,1938-10-11,86,60+
3824,515150,MALE,Sven Bach,Mandern,RP,Rheinland-Pfalz,54429,Germany,Europe,1993-01-28,31,30-40
3825,515527,FEMALE,Doreen Propst,Brodersby,SH,Schleswig-Holstein,24398,Germany,Europe,1992-11-23,32,30-40
3826,515976,MALE,Leon Glockner,Mnchen,BY,Freistaat Bayern,81539,Germany,Europe,1944-05-21,80,60+
3827,516071,FEMALE,Nicole Kluge,Schwabach,BY,Freistaat Bayern,91110,Germany,Europe,1968-05-01,56,50-60
3828,516226,MALE,Tom Fiedler,Surwold,NI,Niedersachsen,26903,Germany,Europe,1985-01-18,39,30-40
3829,516256,FEMALE,Ines Brandt,Planegg,BY,Freistaat Bayern,82144,Germany,Europe,1937-07-02,87,60+
3830,516324,FEMALE,Yvonne Bosch,Htten,RP,Rheinland-Pfalz,54673,Germany,Europe,1965-01-09,59,50-60
3831,516442,MALE,Philipp Krger,Schmelz,TH,Freistaat Thringen,66835,Germany,Europe,1979-11-24,45,40-50
3832,516663,MALE,Ulrich Lehmann,Reutlingen Burgholz,BW,Baden-Wrttemberg,72766,Germany,Europe,1959-12-20,65,60+
3833,516858,FEMALE,Sabine Muench,Nordhalben,BY,Freistaat Bayern,96365,Germany,Europe,1980-05-19,44,40-50
3834,516944,MALE,Lukas Berg,Khbach,BY,Freistaat Bayern,86555,Germany,Europe,1951-06-15,73,60+
3835,517158,FEMALE,Maria Hahn,Lilienthal,NI,Niedersachsen,28865,Germany,Europe,1967-02-01,57,50-60
3836,517276,MALE,Ren Daecher,Rsrath,NW,Nordrhein-Westfalen,51503,Germany,Europe,1978-01-20,46,40-50
3837,517515,MALE,Mathias Brauer,Beiersdorf,SN,Freistaat Sachsen,02736,Germany,Europe,1986-09-20,38,30-40
3838,517556,FEMALE,Anna Osterhagen,Teistungen,TH,Freistaat Thringen,37340,Germany,Europe,1995-06-26,29,18-30
3839,517558,FEMALE,Sabrina Schweizer,Nrnberg,BY,Freistaat Bayern,90234,Germany,Europe,1969-07-11,55,50-60
3840,517561,FEMALE,Andrea Drechsler,Wertheim,BW,Baden-Wrttemberg,97877,Germany,Europe,1964-03-14,60,60+
3841,517822,FEMALE,Tanja Ackermann,Schauenstein,BY,Freistaat Bayern,95197,Germany,Europe,1957-03-01,67,60+
3842,517972,FEMALE,Vanessa Wolf,Rathenow,BB,Brandenburg,14704,Germany,Europe,1947-11-04,77,60+
3843,517979,MALE,Marko Osterhagen,Renningen,BW,Baden-Wrttemberg,71272,Germany,Europe,1943-09-06,81,60+
3844,518169,FEMALE,Laura Gottschalk,Kthen,ST,Sachsen-Anhalt,06352,Germany,Europe,1942-01-10,82,60+
3845,518368,FEMALE,Manuela Kappel,Viersen Helenabrunn,NW,Nordrhein-Westfalen,41748,Germany,Europe,1981-05-21,43,40-50
3846,519237,MALE,Jan Krueger,Bruck,BY,Freistaat Bayern,92432,Germany,Europe,1977-12-12,47,40-50
3847,519361,FEMALE,Sandra Brandt,Husum,SH,Schleswig-Holstein,25813,Germany,Europe,1987-04-30,37,30-40
3848,519438,FEMALE,Uta Koenig,Schermbeck,NW,Nordrhein-Westfalen,46514,Germany,Europe,1935-03-10,89,60+
3849,519586,FEMALE,Susanne Wannemaker,Cottbus,BB,Brandenburg,03008,Germany,Europe,1992-02-22,32,30-40
3850,519679,MALE,Sebastian Hofmann,Frth,BY,Freistaat Bayern,90704,Germany,Europe,1973-04-18,51,50-60
3851,519726,FEMALE,Marie Freitag,Neuburg,BY,Freistaat Bayern,86620,Germany,Europe,1994-12-04,30,30-40
3852,519936,MALE,Swen Faust,Grafrath,BY,Freistaat Bayern,82284,Germany,Europe,1953-07-25,71,60+
3853,520286,FEMALE,Stefanie Hoch,Bad Kleinen,MV,Mecklenburg-Vorpommern,23996,Germany,Europe,1965-01-06,59,50-60
3854,520626,FEMALE,Vanessa Zimmermann,Dormagen Hackenbroich,NW,Nordrhein-Westfalen,41540,Germany,Europe,1965-06-30,59,50-60
3855,520709,MALE,Jens Schiffer,Bad Tennstedt,TH,Freistaat Thringen,99954,Germany,Europe,1965-12-08,59,50-60
3856,520831,MALE,Tim Herrmann,Passau,BY,Freistaat Bayern,94008,Germany,Europe,1938-10-12,86,60+
3857,520991,FEMALE,Antje Koehler,Ulm Mhringen,BW,Baden-Wrttemberg,89081,Germany,Europe,1970-07-26,54,50-60
3858,521070,MALE,Niklas Baader,Heiligenstadt,BY,Freistaat Bayern,91332,Germany,Europe,1994-11-11,30,30-40
3859,521492,MALE,Phillipp Wei,Oberthulba,BY,Freistaat Bayern,97723,Germany,Europe,1976-12-30,47,40-50
3860,521655,FEMALE,Jessica Unger,Bergisch Gladbach Nubaum,NW,Nordrhein-Westfalen,51467,Germany,Europe,1953-07-19,71,60+
3861,521700,MALE,Mathias Baer,Tling,BY,Freistaat Bayern,84577,Germany,Europe,1939-10-11,85,60+
3862,521809,FEMALE,Sophie Sanger,Hnxe,NW,Nordrhein-Westfalen,46569,Germany,Europe,1957-08-10,67,60+
3863,521839,MALE,Jens Neumann,Siek,SH,Schleswig-Holstein,22962,Germany,Europe,1962-06-08,62,60+
3864,522159,FEMALE,Lisa Thalberg,Heimbuchenthal,BY,Freistaat Bayern,63872,Germany,Europe,1951-05-14,73,60+
3865,522323,FEMALE,Manuela Grunewald,Hamm,NW,Nordrhein-Westfalen,59069,Germany,Europe,1964-06-25,60,60+
3866,522334,MALE,Sven Drescher,Gevenich,RP,Rheinland-Pfalz,56825,Germany,Europe,2001-11-29,23,18-30
3867,522474,MALE,Dieter Durr,Karlshausen,RP,Rheinland-Pfalz,54673,Germany,Europe,1949-08-07,75,60+
3868,522503,FEMALE,Jessica Strauss,Karlsruhe Hohenwettersbach,BW,Baden-Wrttemberg,76227,Germany,Europe,1988-02-26,36,30-40
3869,522542,FEMALE,Juliane Eggers,Heilbronn Heilbronn,BW,Baden-Wrttemberg,74076,Germany,Europe,1952-10-14,72,60+
3870,522564,FEMALE,Barbara Metzger,Lahn,NI,Niedersachsen,49757,Germany,Europe,1937-02-19,87,60+
3871,522581,MALE,Dominik Schreiner,Adelsdorf,BY,Freistaat Bayern,91325,Germany,Europe,1970-11-10,54,50-60
3872,522615,FEMALE,Birgit Fink,Angelburg,HE,Hessen,35719,Germany,Europe,1976-01-07,48,40-50
3873,522652,MALE,Mathias Adler,Lnne,NI,Niedersachsen,48480,Germany,Europe,1976-12-13,48,40-50
3874,522798,FEMALE,Sophia Gruenewald,Obermichelbach,BY,Freistaat Bayern,90587,Germany,Europe,1945-07-22,79,60+
3875,522806,MALE,Ren Fuerst,Bismark,ST,Sachsen-Anhalt,39629,Germany,Europe,1960-09-16,64,60+
3876,522923,FEMALE,Katharina Eggers,Mnchen,BY,Freistaat Bayern,81456,Germany,Europe,1956-04-18,68,60+
3877,522945,FEMALE,Klaudia Foerster,Wangerland,NI,Niedersachsen,26434,Germany,Europe,1968-10-17,56,50-60
3878,522979,MALE,Luca Beckenbauer,Frth,HE,Hessen,64658,Germany,Europe,1990-02-22,34,30-40
3879,523197,FEMALE,Jennifer Himmel,Mrsdorf,RP,Rheinland-Pfalz,56290,Germany,Europe,1941-09-10,83,60+
3880,523379,FEMALE,Andrea Feierabend,Berlin Buckow,BE,Berlin,12357,Germany,Europe,1950-04-30,74,60+
3881,523604,MALE,Tom Amsel,Belg,RP,Rheinland-Pfalz,56858,Germany,Europe,1977-08-02,47,40-50
3882,523615,MALE,Felix Koertig,Ewighausen,RP,Rheinland-Pfalz,56244,Germany,Europe,1973-11-20,51,50-60
3883,524021,MALE,Kristian Schrder,Altenmarkt,BY,Freistaat Bayern,83350,Germany,Europe,1990-03-01,34,30-40
3884,524042,MALE,Felix Frankfurter,Bad Schwartau,SH,Schleswig-Holstein,23611,Germany,Europe,1944-12-11,80,60+
3885,524077,MALE,Maximilian Wannemaker,Finnentrop,NW,Nordrhein-Westfalen,57413,Germany,Europe,1949-07-03,75,60+
3886,524394,MALE,Sebastian Pfeiffer,Niebll,SH,Schleswig-Holstein,25891,Germany,Europe,1982-12-30,41,40-50
3887,524438,FEMALE,Mandy Glockner,Altenburg,TH,Freistaat Thringen,04590,Germany,Europe,1974-06-25,50,50-60
3888,524697,MALE,Torsten Schwartz,Staffelstein,BY,Freistaat Bayern,96225,Germany,Europe,1963-03-25,61,60+
3889,524848,MALE,Mathias Herz,Kmmersbruck,BY,Freistaat Bayern,92243,Germany,Europe,1949-11-13,75,60+
3890,524890,FEMALE,Andrea Pfeffer,Stuttgart Stammheim,BW,Baden-Wrttemberg,70437,Germany,Europe,1966-10-25,58,50-60
3891,524920,FEMALE,Heike Moeller,Eisenhttenstadt,BB,Brandenburg,15873,Germany,Europe,1983-03-15,41,40-50
3892,525115,FEMALE,Johanna Abt,Boxberg,BW,Baden-Wrttemberg,97944,Germany,Europe,1949-03-17,75,60+
3893,525178,FEMALE,Kristin Kluge,Kitzingen,BY,Freistaat Bayern,97306,Germany,Europe,1945-10-12,79,60+
3894,525298,FEMALE,Tanja Mller,Handorf,NI,Niedersachsen,21447,Germany,Europe,1956-01-12,68,60+
3895,525719,FEMALE,Franziska Kruger,Arnsgereuth,TH,Freistaat Thringen,07318,Germany,Europe,1987-01-01,37,30-40
3896,525739,FEMALE,Jessika Neudorf,Horbach,RP,Rheinland-Pfalz,66851,Germany,Europe,1966-10-21,58,50-60
3897,525835,MALE,Robert Hofmann,Mnstertal,BW,Baden-Wrttemberg,79244,Germany,Europe,1957-06-04,67,60+
3898,525859,MALE,Ralf Kruger,Weidenberg,BY,Freistaat Bayern,95464,Germany,Europe,1995-10-05,29,18-30
3899,526078,MALE,Thomas Hartmann,Geroldsgrn,BY,Freistaat Bayern,95179,Germany,Europe,1954-11-04,70,60+
3900,526164,FEMALE,Franziska Seiler,Zittau,SN,Freistaat Sachsen,02753,Germany,Europe,1948-04-15,76,60+
3901,526271,MALE,Wolfgang Fischer,Schrozberg,BW,Baden-Wrttemberg,74575,Germany,Europe,1980-02-20,44,40-50
3902,526411,MALE,Lukas Krueger,Schwebheim,BY,Freistaat Bayern,97525,Germany,Europe,1943-05-19,81,60+
3903,526421,MALE,Tobias Frankfurter,Bhmfeld,BY,Freistaat Bayern,85113,Germany,Europe,2001-06-20,23,18-30
3904,526519,MALE,Bernd Ackerman,Kronburg,BY,Freistaat Bayern,87758,Germany,Europe,1960-03-26,64,60+
3905,526547,MALE,Dirk Seiler,Salzwedel,ST,Sachsen-Anhalt,29402,Germany,Europe,1989-02-20,35,30-40
3906,526582,FEMALE,Sara Gerber,Petershausen,BY,Freistaat Bayern,85238,Germany,Europe,2000-09-21,24,18-30
3907,526851,FEMALE,Jana Knig,Drage,NI,Niedersachsen,21423,Germany,Europe,1996-01-01,28,18-30
3908,527183,MALE,Wolfgang Herz,Waddeweitz,NI,Niedersachsen,29496,Germany,Europe,1991-02-03,33,30-40
3909,527329,FEMALE,Monika Seiler,Seifen,RP,Rheinland-Pfalz,57632,Germany,Europe,1978-11-22,46,40-50
3910,527409,MALE,Frank Bauer,Fischach,BY,Freistaat Bayern,86850,Germany,Europe,1976-04-14,48,40-50
3911,527421,FEMALE,Sophia Berg,Simbach,BY,Freistaat Bayern,84355,Germany,Europe,1980-08-16,44,40-50
3912,527547,MALE,Tobias Schrder,Rotthalmnster,BY,Freistaat Bayern,94090,Germany,Europe,1942-03-31,82,60+
3913,527586,FEMALE,Christin Beich,Winhring,BY,Freistaat Bayern,84540,Germany,Europe,1985-08-07,39,30-40
3914,527612,FEMALE,Michelle Lemann,Sulzbach/ Saar,SL,Saarland,66280,Germany,Europe,1951-02-05,73,60+
3915,527697,MALE,Sebastian Weber,Gerstetten,BW,Baden-Wrttemberg,89547,Germany,Europe,1957-12-17,67,60+
3916,527886,FEMALE,Sara Hueber,Bochum,NW,Nordrhein-Westfalen,44803,Germany,Europe,1985-04-25,39,30-40
3917,527912,MALE,Leon Egger,Radebeul,SN,Freistaat Sachsen,01445,Germany,Europe,1943-02-24,81,60+
3918,528022,FEMALE,Anja Walter,Hermsdorf,TH,Freistaat Thringen,07623,Germany,Europe,1974-02-28,50,50-60
3919,528034,MALE,Niklas Bader,Neu-Ulm,BY,Freistaat Bayern,89203,Germany,Europe,1987-10-13,37,30-40
3920,528140,MALE,Jens Klug,Berlin Zehlendorf,BE,Berlin,14165,Germany,Europe,1997-07-19,27,18-30
3921,528147,FEMALE,Julia Zimmermann,Reutlingen Burgholz,BW,Baden-Wrttemberg,72762,Germany,Europe,1978-12-07,46,40-50
3922,528361,MALE,Dirk Eberhart,Bottrop Welheimer Mark,NW,Nordrhein-Westfalen,46238,Germany,Europe,1982-09-16,42,40-50
3923,528376,MALE,Jonas Meyer,Schermbeck,NW,Nordrhein-Westfalen,46514,Germany,Europe,1973-05-23,51,50-60
3924,528542,MALE,Jrg Hoover,Hamburg Bahrenfeld,HH,Hamburg,22605,Germany,Europe,1975-12-10,49,40-50
3925,528629,FEMALE,Susanne Frankfurter,Wohratal,HE,Hessen,35288,Germany,Europe,1969-06-14,55,50-60
3926,528765,MALE,Tobias Frankfurter,Remscheid Innen,NW,Nordrhein-Westfalen,42855,Germany,Europe,1986-04-01,38,30-40
3927,528793,FEMALE,Manuela Zimmermann,Halsenbach,RP,Rheinland-Pfalz,56283,Germany,Europe,1995-02-09,29,18-30
3928,528953,FEMALE,Lena Furst,Nrnberg,BY,Freistaat Bayern,90244,Germany,Europe,1966-12-14,58,50-60
3929,528991,FEMALE,Marie Naumann,Vrstetten,BW,Baden-Wrttemberg,79279,Germany,Europe,1952-01-15,72,60+
3930,529156,FEMALE,Nadine Krueger,Brevrde,NI,Niedersachsen,37647,Germany,Europe,1959-09-29,65,60+
3931,529180,FEMALE,Karolin Zimmer,Dresden,SN,Freistaat Sachsen,01161,Germany,Europe,1953-03-07,71,60+
3932,529316,FEMALE,Anke Baader,Taura,SN,Freistaat Sachsen,09249,Germany,Europe,1985-04-07,39,30-40
3933,529509,MALE,Peter Abendroth,Stemmen,NI,Niedersachsen,27389,Germany,Europe,1983-08-12,41,40-50
3934,529702,MALE,Lukas Engel,Grethem,NI,Niedersachsen,29690,Germany,Europe,1971-06-22,53,50-60
3935,529779,MALE,Sven Vogt,Eggermhlen,NI,Niedersachsen,49577,Germany,Europe,1969-07-24,55,50-60
3936,529903,FEMALE,Angelika Shuster,Oberstaufen,BY,Freistaat Bayern,87534,Germany,Europe,1936-12-14,88,60+
3937,530431,MALE,Mario Hofmann,Beulich,RP,Rheinland-Pfalz,56283,Germany,Europe,1936-08-26,88,60+
3938,530451,MALE,Stefan Kunze,Berlin Charlottenburg,BE,Berlin,10709,Germany,Europe,1985-06-30,39,30-40
3939,530536,FEMALE,Michelle Becker,Karlsruhe Weststadt,BW,Baden-Wrttemberg,76185,Germany,Europe,1962-11-19,62,60+
3940,530592,MALE,Mathias Hertz,Neu-Ulm,BY,Freistaat Bayern,89211,Germany,Europe,1945-02-22,79,60+
3941,530618,FEMALE,Julia Barth,Gtersloh Innenstadt,NW,Nordrhein-Westfalen,33330,Germany,Europe,1943-04-09,81,60+
3942,530901,FEMALE,Michelle Wexler,Hamburg Rotherbaum,HH,Hamburg,20148,Germany,Europe,1986-07-30,38,30-40
3943,531151,FEMALE,Tanja Saenger,Rohrsen,NI,Niedersachsen,31627,Germany,Europe,1976-05-13,48,40-50
3944,531153,FEMALE,Nadine Grtner,Auderath,RP,Rheinland-Pfalz,56766,Germany,Europe,1961-06-23,63,60+
3945,531198,FEMALE,Annett Brandt,Halle,ST,Sachsen-Anhalt,06017,Germany,Europe,1982-11-26,42,40-50
3946,531203,FEMALE,Franziska Dreher,Neubrandenburg,MV,Mecklenburg-Vorpommern,17010,Germany,Europe,1940-12-10,84,60+
